type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2020-09-20 02:04:41,25.66322804,-100.40318605,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:42,25.66322803,-100.40318607,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:43,25.66322801,-100.40318606,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:44,25.66322798,-100.40318607,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:45,25.66322795,-100.40318608,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:46,25.66322794,-100.40318608,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:47,25.66322790,-100.40318607,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:48,25.66322787,-100.40318606,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:49,25.66322784,-100.40318605,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:50,25.66322780,-100.40318603,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:51,25.66322778,-100.40318602,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:52,25.66322775,-100.40318600,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:53,25.66322774,-100.40318599,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:54,25.66322771,-100.40318598,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:55,25.66322769,-100.40318597,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:56,25.66322768,-100.40318598,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:57,25.66322765,-100.40318597,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:58,25.66322763,-100.40318598,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:04:59,25.66322763,-100.40318598,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:00,25.66322761,-100.40318598,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:01,25.66322759,-100.40318598,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:02,25.66322755,-100.40318599,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:03,25.66322751,-100.40318598,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:04,25.66322747,-100.40318597,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:05,25.66322742,-100.40318594,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:06,25.66322739,-100.40318594,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:07,25.66322735,-100.40318592,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:08,25.66322732,-100.40318592,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:09,25.66322729,-100.40318591,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:10,25.66322725,-100.40318590,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:11,25.66322724,-100.40318591,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:12,25.66322721,-100.40318592,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:13,25.66322719,-100.40318593,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:14,25.66322718,-100.40318594,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:15,25.66322717,-100.40318595,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:16,25.66322719,-100.40318596,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:17,25.66322722,-100.40318596,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:18,25.66322721,-100.40318596,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:19,25.66322720,-100.40318595,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:05:20,25.66322719,-100.40318596,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:05:21,25.66322720,-100.40318595,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:05:22,25.66322720,-100.40318595,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:23,25.66322719,-100.40318596,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:24,25.66322721,-100.40318596,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:25,25.66322723,-100.40318597,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:26,25.66322724,-100.40318597,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:27,25.66322724,-100.40318598,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:28,25.66322723,-100.40318599,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:29,25.66322725,-100.40318601,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:30,25.66322727,-100.40318602,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:31,25.66322726,-100.40318602,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:32,25.66322727,-100.40318603,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:33,25.66322728,-100.40318604,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:34,25.66322725,-100.40318604,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:35,25.66322726,-100.40318605,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:36,25.66322726,-100.40318605,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:37,25.66322725,-100.40318606,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:38,25.66322725,-100.40318607,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:39,25.66322723,-100.40318607,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:05:40,25.66322722,-100.40318607,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:41,25.66322721,-100.40318607,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:42,25.66322720,-100.40318607,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:43,25.66322717,-100.40318606,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:44,25.66322714,-100.40318605,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:45,25.66322712,-100.40318604,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:46,25.66322712,-100.40318604,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:47,25.66322709,-100.40318604,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:48,25.66322707,-100.40318602,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:49,25.66322706,-100.40318601,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:50,25.66322706,-100.40318600,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:51,25.66322704,-100.40318598,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:52,25.66322704,-100.40318596,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:53,25.66322704,-100.40318595,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:54,25.66322704,-100.40318593,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:55,25.66322702,-100.40318592,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:56,25.66322700,-100.40318589,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:57,25.66322699,-100.40318587,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:58,25.66322699,-100.40318584,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:05:59,25.66322697,-100.40318581,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:00,25.66322695,-100.40318579,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:01,25.66322693,-100.40318576,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:02,25.66322691,-100.40318573,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:03,25.66322687,-100.40318570,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:04,25.66322682,-100.40318566,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:05,25.66322678,-100.40318564,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:06,25.66322676,-100.40318564,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:07,25.66322672,-100.40318564,5,624.000,,0.000,,12,17,,
T,2020-09-20 02:06:08,25.66322670,-100.40318565,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:09,25.66322665,-100.40318561,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:10,25.66322661,-100.40318560,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:11,25.66322659,-100.40318562,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:12,25.66322653,-100.40318560,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:13,25.66322651,-100.40318558,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:14,25.66322648,-100.40318558,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:15,25.66322645,-100.40318557,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:16,25.66322643,-100.40318556,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:17,25.66322640,-100.40318554,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:18,25.66322639,-100.40318554,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:19,25.66322637,-100.40318553,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:20,25.66322635,-100.40318552,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:21,25.66322632,-100.40318552,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:22,25.66322631,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:23,25.66322631,-100.40318550,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:24,25.66322629,-100.40318549,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:25,25.66322629,-100.40318550,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:26,25.66322629,-100.40318550,5,624.000,,0.000,,10,17,,
T,2020-09-20 02:06:27,25.66322628,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:28,25.66322627,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:29,25.66322627,-100.40318549,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:30,25.66322627,-100.40318548,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:31,25.66322625,-100.40318547,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:32,25.66322624,-100.40318548,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:33,25.66322624,-100.40318548,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:34,25.66322625,-100.40318549,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:35,25.66322624,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:36,25.66322623,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:37,25.66322623,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:38,25.66322623,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:39,25.66322622,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:40,25.66322622,-100.40318551,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:41,25.66322622,-100.40318551,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:42,25.66322620,-100.40318551,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:43,25.66322620,-100.40318551,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:44,25.66322619,-100.40318551,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:45,25.66322619,-100.40318552,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:46,25.66322618,-100.40318553,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:47,25.66322616,-100.40318553,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:48,25.66322617,-100.40318554,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:49,25.66322617,-100.40318554,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:50,25.66322617,-100.40318553,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:51,25.66322618,-100.40318555,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:52,25.66322618,-100.40318554,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:53,25.66322617,-100.40318554,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:54,25.66322617,-100.40318554,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:55,25.66322617,-100.40318553,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:56,25.66322615,-100.40318552,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:57,25.66322615,-100.40318551,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:58,25.66322615,-100.40318551,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:06:59,25.66322614,-100.40318550,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:07:00,25.66322613,-100.40318549,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:07:01,25.66322613,-100.40318548,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:07:02,25.66322611,-100.40318547,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:07:03,25.66322612,-100.40318546,5,624.000,,0.000,,11,17,,
T,2020-09-20 02:07:04,25.66322614,-100.40318547,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:05,25.66322614,-100.40318547,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:06,25.66322616,-100.40318549,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:07,25.66322615,-100.40318549,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:08,25.66322614,-100.40318549,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:09,25.66322614,-100.40318550,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:10,25.66322619,-100.40318555,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:11,25.66322622,-100.40318557,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:12,25.66322622,-100.40318557,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:13,25.66322625,-100.40318561,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:14,25.66322628,-100.40318565,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:15,25.66322630,-100.40318568,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:16,25.66322629,-100.40318568,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:17,25.66322635,-100.40318574,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:18,25.66322636,-100.40318575,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:19,25.66322636,-100.40318576,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:20,25.66322638,-100.40318577,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:21,25.66322639,-100.40318578,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:22,25.66322638,-100.40318578,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:23,25.66322636,-100.40318577,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:24,25.66322635,-100.40318577,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:25,25.66322635,-100.40318577,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:26,25.66322635,-100.40318577,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:27,25.66322634,-100.40318578,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:28,25.66322635,-100.40318578,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:29,25.66322634,-100.40318578,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:30,25.66322636,-100.40318579,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:31,25.66322637,-100.40318580,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:32,25.66322636,-100.40318581,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:33,25.66322634,-100.40318581,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:34,25.66322634,-100.40318581,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:07:35,25.66322634,-100.40318582,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:36,25.66322634,-100.40318583,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:37,25.66322637,-100.40318585,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:38,25.66322635,-100.40318584,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:39,25.66322637,-100.40318584,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:40,25.66322638,-100.40318586,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:41,25.66322638,-100.40318586,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:42,25.66322636,-100.40318586,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:43,25.66322639,-100.40318591,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:44,25.66322635,-100.40318590,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:45,25.66322638,-100.40318594,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:46,25.66322634,-100.40318594,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:47,25.66322632,-100.40318593,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:48,25.66322628,-100.40318592,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:49,25.66322625,-100.40318592,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:50,25.66322622,-100.40318592,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:51,25.66322618,-100.40318593,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:52,25.66322616,-100.40318593,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:53,25.66322614,-100.40318593,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:54,25.66322611,-100.40318593,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:55,25.66322607,-100.40318592,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:56,25.66322607,-100.40318592,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:57,25.66322602,-100.40318591,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:58,25.66322597,-100.40318589,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:07:59,25.66322594,-100.40318588,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:08:00,25.66322591,-100.40318586,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:08:01,25.66322589,-100.40318586,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:08:02,25.66322586,-100.40318584,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:03,25.66322584,-100.40318584,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:04,25.66322580,-100.40318581,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:05,25.66322578,-100.40318581,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:06,25.66322576,-100.40318580,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:07,25.66322572,-100.40318578,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:08,25.66322568,-100.40318577,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:09,25.66322566,-100.40318576,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:10,25.66322562,-100.40318574,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:11,25.66322561,-100.40318573,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:12,25.66322557,-100.40318571,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:13,25.66322555,-100.40318570,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:14,25.66322551,-100.40318566,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:15,25.66322548,-100.40318564,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:16,25.66322545,-100.40318562,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:17,25.66322543,-100.40318561,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:18,25.66322538,-100.40318559,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:19,25.66322533,-100.40318557,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:20,25.66322530,-100.40318555,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:21,25.66322526,-100.40318554,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:22,25.66322522,-100.40318551,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:23,25.66322522,-100.40318552,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:24,25.66322520,-100.40318549,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:25,25.66322516,-100.40318547,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:26,25.66322511,-100.40318545,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:27,25.66322509,-100.40318544,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:28,25.66322505,-100.40318542,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:29,25.66322500,-100.40318540,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:30,25.66322495,-100.40318539,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:31,25.66322492,-100.40318536,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:32,25.66322486,-100.40318532,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:33,25.66322483,-100.40318529,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:34,25.66322478,-100.40318527,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:35,25.66322475,-100.40318524,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:36,25.66322472,-100.40318521,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:37,25.66322470,-100.40318519,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:38,25.66322466,-100.40318516,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:39,25.66322463,-100.40318515,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:40,25.66322459,-100.40318512,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:41,25.66322453,-100.40318510,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:42,25.66322450,-100.40318509,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:43,25.66322449,-100.40318507,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:44,25.66322447,-100.40318506,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:45,25.66322444,-100.40318504,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:46,25.66322445,-100.40318506,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:47,25.66322443,-100.40318507,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:48,25.66322444,-100.40318510,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:49,25.66322442,-100.40318508,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:50,25.66322443,-100.40318509,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:51,25.66322442,-100.40318507,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:52,25.66322438,-100.40318506,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:53,25.66322436,-100.40318505,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:54,25.66322433,-100.40318501,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:55,25.66322429,-100.40318498,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:56,25.66322427,-100.40318496,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:57,25.66322426,-100.40318495,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:58,25.66322425,-100.40318494,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:08:59,25.66322422,-100.40318491,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:00,25.66322418,-100.40318489,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:01,25.66322417,-100.40318487,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:02,25.66322415,-100.40318486,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:03,25.66322412,-100.40318485,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:04,25.66322408,-100.40318484,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:05,25.66322405,-100.40318483,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:06,25.66322402,-100.40318481,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:07,25.66322402,-100.40318481,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:08,25.66322401,-100.40318480,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:09,25.66322402,-100.40318480,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:10,25.66322400,-100.40318478,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:11,25.66322400,-100.40318477,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:12,25.66322401,-100.40318478,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:13,25.66322402,-100.40318477,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:14,25.66322400,-100.40318475,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:15,25.66322399,-100.40318474,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:16,25.66322399,-100.40318473,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:17,25.66322395,-100.40318470,5,624.000,,0.000,,11,16,,
T,2020-09-20 02:09:18,25.66322394,-100.40318468,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:19,25.66322394,-100.40318468,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:20,25.66322392,-100.40318467,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:21,25.66322391,-100.40318466,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:22,25.66322392,-100.40318466,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:23,25.66322392,-100.40318466,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:24,25.66322393,-100.40318465,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:25,25.66322391,-100.40318463,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:26,25.66322389,-100.40318462,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:27,25.66322387,-100.40318461,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:28,25.66322387,-100.40318460,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:29,25.66322386,-100.40318460,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:30,25.66322385,-100.40318459,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:31,25.66322383,-100.40318457,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:32,25.66322382,-100.40318455,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:33,25.66322383,-100.40318454,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:34,25.66322382,-100.40318453,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:35,25.66322381,-100.40318453,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:36,25.66322380,-100.40318452,5,624.000,,0.000,,12,16,,
T,2020-09-20 02:09:37,25.66322377,-100.40318452,5,624.000,,0.000,,11,16,,
